Port,Country,Region,Year,Throughput_TEU,Cargo_Tons,Vessel_Arrivals,Imports_TEU,Exports_TEU,Growth_Rate_%
Shanghai,China,Asia,2001,52142019,612460403,14963,26576615,25565403,-3.03
Busan,South Korea,Asia,2024,9868073,238561520,10987,5345492,4522580,-3.85
Antwerp,Belgium,Europe,2004,13294682,321366123,38305,7262123,6032558,6.29
Dubai,UAE,Middle East,2016,33034663,629099971,16385,13301283,19733379,6.64
Qingdao,China,Asia,2008,21096865,310251106,43718,9064680,12032184,8.02
Los Angeles,USA,North America,2002,10806191,251767627,34892,5056923,5749267,3.55
Shenzhen,China,Asia,2007,10846945,137468719,33902,5950638,4896306,10.59
Shenzhen,China,Asia,2007,48032907,756325439,28443,26905953,21126953,3.39
Rotterdam,Netherlands,Europe,2011,23355229,528696302,42188,13371681,9983547,1.68
Shanghai,China,Asia,2003,40419839,649191439,38750,22489875,17929963,11.46
Antwerp,Belgium,Europe,2022,11406377,187438887,20222,5001406,6404970,7.79
Rotterdam,Netherlands,Europe,2014,45046629,734038620,44735,20305946,24740682,-2.64
Antwerp,Belgium,Europe,2017,37117541,407439897,29163,21658268,15459272,2.65
Rotterdam,Netherlands,Europe,2011,43872691,1010253765,13841,20299133,23573557,1.47
Los Angeles,USA,North America,2018,30573433,435209616,32743,14145250,16428182,5.17
Singapore,Singapore,Asia,2018,24416884,306355947,10094,14604202,9812681,2.57
Hamburg,Germany,Europe,2019,12394518,265917922,30860,6310019,6084498,-2.5
Antwerp,Belgium,Europe,2007,31617361,712087469,28330,17955921,13661439,5.03
Dubai,UAE,Middle East,2006,17804349,415721856,11320,8541249,9263099,-2.97
Busan,South Korea,Asia,2005,49076567,1096442111,43168,20493062,28583504,6.61
Qingdao,China,Asia,2010,8436386,180267614,29796,3824209,4612176,7.96
Shanghai,China,Asia,2013,42633594,765329606,31159,17907911,24725682,6.45
Busan,South Korea,Asia,2004,54305277,700105180,17464,32359644,21945632,2.89
Qingdao,China,Asia,2000,38432821,895623120,43086,22524888,15907932,10.13
Dubai,UAE,Middle East,2021,15616196,208608306,44370,8223703,7392492,4.42
Rotterdam,Netherlands,Europe,2012,53209094,863014308,28242,25468327,27740766,9.05
Shenzhen,China,Asia,2022,45140326,805111550,33795,26957444,18182881,-3.29
Busan,South Korea,Asia,2013,9546475,225070767,14830,4090855,5455619,4.46
Qingdao,China,Asia,2008,5899321,141413537,18308,2517121,3382199,6.67
Los Angeles,USA,North America,2015,52267018,568605744,14942,26554720,25712297,-1.21
Antwerp,Belgium,Europe,2012,20539152,429095563,45429,10578018,9961133,-3.04
Busan,South Korea,Asia,2014,51245613,567033537,44142,29611618,21633994,6.49
Shenzhen,China,Asia,2012,29628563,510739424,46660,15937049,13691513,11.46
Dubai,UAE,Middle East,2015,54922730,999064719,12379,32570724,22352005,3.32
Singapore,Singapore,Asia,2013,28535893,713112732,33424,17107543,11428349,0.51
Busan,South Korea,Asia,2014,54466069,1231370968,37821,32123388,22342680,3.3
Hamburg,Germany,Europe,2022,51363306,516357850,41909,24258386,27104919,1.75
Rotterdam,Netherlands,Europe,2006,35359110,428407334,26246,20761432,14597677,1.85
Hamburg,Germany,Europe,2012,36085071,477892400,38833,19576454,16508616,1.25
Antwerp,Belgium,Europe,2010,48863735,911198072,36543,26288386,22575348,11.51
Busan,South Korea,Asia,2005,50522439,1098685216,40716,24179623,26342815,9.47
Busan,South Korea,Asia,2011,32366129,589122029,19431,15141355,17224773,2.68
Hamburg,Germany,Europe,2009,50349049,866967437,13712,23176640,27172408,5.42
Dubai,UAE,Middle East,2018,10707013,246024268,42375,5807600,4899412,9.31
Busan,South Korea,Asia,2013,52503983,1003027386,47390,23340632,29163350,0.74
Busan,South Korea,Asia,2007,23835807,541759644,36296,11142728,12693078,-2.91
Los Angeles,USA,North America,2005,54347843,633931931,22329,21781847,32565995,3.42
Dubai,UAE,Middle East,2013,49883001,888311827,42806,20320117,29562883,10.37
Shenzhen,China,Asia,2024,49828060,1183983856,34949,28013551,21814508,-3.15
Shenzhen,China,Asia,2006,28582788,560031351,13123,13348790,15233997,9.67
Antwerp,Belgium,Europe,2007,22413788,547389796,28581,10472437,11941350,0
Busan,South Korea,Asia,2003,5749130,101901588,34605,2546946,3202183,6.16
Antwerp,Belgium,Europe,2008,38982842,860918674,33194,20550776,18432065,10.94
Rotterdam,Netherlands,Europe,2020,49185442,1158483875,24751,27849186,21336255,8.58
Rotterdam,Netherlands,Europe,2021,24465431,585508169,46981,9969604,14495826,10.6
Hamburg,Germany,Europe,2007,33476576,472381707,41139,18687847,14788728,5.23
Shenzhen,China,Asia,2022,54051089,934191620,14507,26143094,27907994,10.79
Shenzhen,China,Asia,2015,24174647,562549732,39696,9778607,14396039,9.56
Qingdao,China,Asia,2005,15572251,268239771,43616,6611075,8961175,8.98
Antwerp,Belgium,Europe,2023,50199550,1049641826,44889,21085511,29114038,0.99
Busan,South Korea,Asia,2024,8917563,127456888,35912,4207651,4709911,4.87
Singapore,Singapore,Asia,2003,36981044,707458943,20832,22179381,14801662,1.32
Dubai,UAE,Middle East,2008,7129708,75959365,35189,3670759,3458948,9.16
Rotterdam,Netherlands,Europe,2002,28789052,300190848,40924,12347484,16441567,-1.04
Shanghai,China,Asia,2015,29237745,474843304,20426,15302357,13935387,4.08
Qingdao,China,Asia,2001,15406873,199909523,24685,6998349,8408523,11.11
Qingdao,China,Asia,2005,31077355,650728614,23414,15208734,15868620,7.48
Dubai,UAE,Middle East,2015,23962212,517159350,21795,10836321,13125890,0.69
Rotterdam,Netherlands,Europe,2019,38578454,907396210,27245,19687782,18890671,2.96
Hamburg,Germany,Europe,2021,48298121,733344812,48286,22533686,25764434,1.5
Busan,South Korea,Asia,2017,36292215,567197127,26673,20732055,15560159,-3
Singapore,Singapore,Asia,2015,43393674,568118329,35976,18016708,25376965,6.82
Dubai,UAE,Middle East,2003,39565835,467518590,29644,21846628,17719206,-3.98
Busan,South Korea,Asia,2017,27271156,440630886,11310,13972925,13298230,-0.5
Singapore,Singapore,Asia,2006,29532947,475785290,23012,14620152,14912794,2.64
Busan,South Korea,Asia,2012,21893043,430547323,27335,12825541,9067501,2.8
Rotterdam,Netherlands,Europe,2016,50471552,739788857,11971,28405913,22065638,-2.2
Los Angeles,USA,North America,2014,54535025,594892192,22703,29614934,24920090,-4.38
Busan,South Korea,Asia,2020,26368672,421621586,33232,15123192,11245479,0.66
Los Angeles,USA,North America,2001,44708040,793983562,16506,22937808,21770231,-0.77
Hamburg,Germany,Europe,2024,43871631,874475460,24609,18006541,25865089,-4.83
Shanghai,China,Asia,2010,40861828,898037474,16441,18301920,22559907,-1.24
Antwerp,Belgium,Europe,2014,44217801,571696370,13956,25274518,18943282,6.53
Qingdao,China,Asia,2016,10499903,219674428,27336,4398798,6101104,7.45
Busan,South Korea,Asia,2015,39279743,527391214,16472,22139728,17140014,-4.9
Rotterdam,Netherlands,Europe,2006,44725882,762743329,32315,24680206,20045675,-3.85
Singapore,Singapore,Asia,2003,27593488,396199791,21687,13098431,14495056,11.88
Busan,South Korea,Asia,2005,28241278,505830499,22572,15337594,12903683,6.94
Los Angeles,USA,North America,2022,19446310,415114198,33471,9950571,9495738,8.88
Antwerp,Belgium,Europe,2024,17212436,371782249,44735,7950607,9261828,10.68
Los Angeles,USA,North America,2003,19033007,415846079,10164,8110438,10922568,-0.88
Hamburg,Germany,Europe,2021,51816934,672856639,26925,29030021,22786912,8.12
Shenzhen,China,Asia,2006,27884189,320695223,30998,14689560,13194628,9.34
Qingdao,China,Asia,2007,33162121,626922890,11637,16093184,17068936,3.95
Antwerp,Belgium,Europe,2018,11735714,288092650,12366,6889498,4846215,1.21
Shenzhen,China,Asia,2019,9168142,200357523,29623,4702045,4466096,8.48
Antwerp,Belgium,Europe,2024,23736828,532156299,35469,11771001,11965826,4.94
Antwerp,Belgium,Europe,2023,40381082,453042892,17446,22020650,18360431,6.93
Shenzhen,China,Asia,2019,10517967,167978744,30455,4277140,6240826,-0.9
Shanghai,China,Asia,2000,25611470,361750245,38368,10858069,14753400,6.9
Busan,South Korea,Asia,2012,15971075,159748540,39178,9102437,6868637,11.29
Busan,South Korea,Asia,2003,24173184,444924322,44593,12568625,11604558,0.95
Rotterdam,Netherlands,Europe,2024,42966608,584863731,17820,17762637,25203970,10.23
Hamburg,Germany,Europe,2010,15934807,317834795,31260,6679730,9255076,1.83
Rotterdam,Netherlands,Europe,2018,52987986,1149809253,20965,23606306,29381679,-3.27
Dubai,UAE,Middle East,2010,5124283,119182539,43853,2987387,2136895,11.82
Dubai,UAE,Middle East,2015,24670846,337257688,47117,13929299,10741546,-1.07
Qingdao,China,Asia,2003,42152989,608704684,16654,16895989,25256999,-4.64
Antwerp,Belgium,Europe,2022,23638807,420062428,16360,12129375,11509431,-3.68
Hamburg,Germany,Europe,2012,23463194,299954902,15475,11815628,11647565,6.97
Shenzhen,China,Asia,2013,46406233,527294196,12335,20306346,26099886,-0.56
Busan,South Korea,Asia,2019,11503784,172685122,13276,5354581,6149202,-2.69
Los Angeles,USA,North America,2017,33221020,342043005,30130,18898544,14322475,9.36
Los Angeles,USA,North America,2004,47210953,1147709459,23663,22284813,24926139,-4.23
Dubai,UAE,Middle East,2004,52207456,675733359,49103,29163837,23043618,4.29
Antwerp,Belgium,Europe,2016,32113012,683268047,12928,17207420,14905591,9.85
Qingdao,China,Asia,2003,13085898,215475415,18389,5308489,7777408,6.82
Dubai,UAE,Middle East,2008,36383003,441232410,38743,15304826,21078176,4.74
Los Angeles,USA,North America,2020,36021628,678614202,32981,19624025,16397602,2
Busan,South Korea,Asia,2006,33735108,683879979,13086,19971269,13763838,-4.36
Hamburg,Germany,Europe,2007,13422719,196104283,33581,5558806,7863912,4.2
Busan,South Korea,Asia,2006,39834370,543139530,48233,20145721,19688648,10.78
Shenzhen,China,Asia,2001,48914483,818551176,11010,20693675,28220807,10.77
Shenzhen,China,Asia,2017,37450184,522491537,20120,15524466,21925717,9.22
Shenzhen,China,Asia,2001,40711373,608021775,31950,20982007,19729365,9.53
Los Angeles,USA,North America,2002,54065485,1148174306,22767,25699906,28365578,6.83
Singapore,Singapore,Asia,2000,50331709,526088190,23227,25607703,24724005,9.91
Rotterdam,Netherlands,Europe,2022,20960257,271474146,17711,9883669,11076587,9.35
Rotterdam,Netherlands,Europe,2013,12671711,265600078,46176,7560554,5111156,8.74
Dubai,UAE,Middle East,2014,6253159,93467450,33398,3625763,2627395,7.35
Hamburg,Germany,Europe,2013,37445411,444035490,27061,19283717,18161693,-1.39
Rotterdam,Netherlands,Europe,2001,6637346,130769554,30530,2697137,3940208,6.46
Rotterdam,Netherlands,Europe,2017,22472485,439435157,31329,9295814,13176670,2.1
Hamburg,Germany,Europe,2018,39196232,629675177,47131,21353983,17842248,6.25
Antwerp,Belgium,Europe,2008,9833461,184020522,29728,4035103,5798357,-1.41
Singapore,Singapore,Asia,2002,37918012,409815284,15280,19460934,18457077,5.41
Qingdao,China,Asia,2005,48518725,1047423299,20473,27646657,20872067,5.48
Rotterdam,Netherlands,Europe,2004,27911000,421412483,24096,15310472,12600527,6.21
Dubai,UAE,Middle East,2017,50959424,595870647,18129,23459468,27499955,9.41
Busan,South Korea,Asia,2000,5496626,90135282,45807,2320733,3175892,7.29
Hamburg,Germany,Europe,2006,26295253,655649274,33340,12334683,13960569,7.8
Shenzhen,China,Asia,2013,44524141,952814719,14682,21851141,22672999,5.11
Rotterdam,Netherlands,Europe,2006,15050001,358899756,47693,7763596,7286404,4.84
Antwerp,Belgium,Europe,2023,22246113,433235650,26905,9931486,12314626,9.94
Los Angeles,USA,North America,2010,52290490,1121256201,21330,21971230,30319259,4.99
Singapore,Singapore,Asia,2020,30597332,523420922,33289,18098488,12498843,8.24
Qingdao,China,Asia,2005,37960112,620649601,25494,16231953,21728158,6.45
Antwerp,Belgium,Europe,2008,54512219,556291648,15166,26075317,28436901,-2.38
Los Angeles,USA,North America,2017,18669152,451747483,11293,8330832,10338319,0.84
Los Angeles,USA,North America,2004,44081203,806730113,25333,18552426,25528776,-3.72
Antwerp,Belgium,Europe,2015,45348264,905406712,12636,21990678,23357585,1.66
Hamburg,Germany,Europe,2022,34077886,482843778,12674,17746722,16331163,2.44
Rotterdam,Netherlands,Europe,2018,13384640,274957478,47555,5511803,7872836,10.4
Qingdao,China,Asia,2005,21145072,228365741,40284,9774066,11371005,2.64
Dubai,UAE,Middle East,2004,54759871,1306637822,34298,25359178,29400692,8.47
Dubai,UAE,Middle East,2020,30132903,695533780,13646,14173474,15959428,-1.05
Hamburg,Germany,Europe,2002,30184050,747002107,37185,12103637,18080412,6.52
Qingdao,China,Asia,2005,51646616,878030165,34512,25670984,25975631,8.34
Antwerp,Belgium,Europe,2016,35088999,640529775,31387,15646797,19442201,-2.01
Dubai,UAE,Middle East,2021,26701976,456508145,14923,13912488,12789487,5.53
Shanghai,China,Asia,2001,37914375,401409276,22303,21653677,16260697,10.76
Busan,South Korea,Asia,2023,13264197,149015336,45200,5329846,7934350,8.19
Rotterdam,Netherlands,Europe,2000,45801088,991231316,48892,18391946,27409141,6.79
Los Angeles,USA,North America,2021,20473155,368570609,25064,12209072,8264082,1.99
Shenzhen,China,Asia,2002,30825654,650630816,34668,14620095,16205558,-4.33
Singapore,Singapore,Asia,2014,10444929,206032451,15397,6108266,4336662,-3.68
Dubai,UAE,Middle East,2019,46391038,693345730,24071,26765072,19625965,8.86
Qingdao,China,Asia,2010,37062839,586981572,32578,16426141,20636697,7.39
Busan,South Korea,Asia,2021,10882843,156466419,32787,5654474,5228368,8.26
Los Angeles,USA,North America,2013,54102946,1261601038,30681,26081272,28021673,11.8
Shenzhen,China,Asia,2009,32566658,805313511,24862,16225151,16341506,5.19
Rotterdam,Netherlands,Europe,2011,39000727,510358537,41066,20198518,18802208,0.86
Los Angeles,USA,North America,2011,40929953,954969538,42959,24219813,16710139,-2.07
Dubai,UAE,Middle East,2007,37872213,764834150,44709,21641699,16230513,1.38
Dubai,UAE,Middle East,2002,42668374,547120332,27412,24807173,17861200,10.2
Antwerp,Belgium,Europe,2020,40221781,756591879,12271,16637640,23584140,-0.37
Rotterdam,Netherlands,Europe,2022,29972881,594046927,15852,15663691,14309189,11.76
Singapore,Singapore,Asia,2021,19770091,250556571,10347,11193182,8576908,1.95
Singapore,Singapore,Asia,2006,45925214,1129723628,38695,21342159,24583054,0.8
Shanghai,China,Asia,2017,46584544,574796330,13291,18686579,27897964,-4.12
Singapore,Singapore,Asia,2022,14506954,331105047,23368,6752092,7754861,4.13
Busan,South Korea,Asia,2001,39409759,861230780,45719,21937660,17472098,2.34
Busan,South Korea,Asia,2019,19337150,215944760,34315,8325234,11011915,9.12
Qingdao,China,Asia,2008,6305068,135401555,44010,2585259,3719808,1.74
Dubai,UAE,Middle East,2003,20248752,252701721,17160,11140573,9108178,-3.91
Rotterdam,Netherlands,Europe,2005,48992911,500749604,40881,25223137,23769773,3.51
Los Angeles,USA,North America,2001,17800727,298624796,23440,10053797,7746929,9.94
Antwerp,Belgium,Europe,2000,51681305,1261595829,39488,27530200,24151104,9.81
Hamburg,Germany,Europe,2011,32375854,681716191,45268,16417963,15957890,-1.08
Shanghai,China,Asia,2002,26377600,383999923,18177,15819693,10557906,-3.78
Rotterdam,Netherlands,Europe,2009,14974890,176793543,20419,7951450,7023439,9.96
Busan,South Korea,Asia,2011,14276497,181001610,20223,6030996,8245500,4.74
Shanghai,China,Asia,2017,36319676,660930103,20348,21324650,14995025,6.32
Los Angeles,USA,North America,2000,25720649,434203762,17894,11663515,14057133,5.98
Antwerp,Belgium,Europe,2006,14356913,157140026,16900,7357293,6999619,-0.71
Antwerp,Belgium,Europe,2007,46328881,674479623,48977,19730367,26598513,3.69
Shanghai,China,Asia,2015,31145753,580871400,34942,18676905,12468847,6.81
Singapore,Singapore,Asia,2019,12982529,283877045,30901,5233037,7749491,8.89
Busan,South Korea,Asia,2003,37559485,423957726,19457,21567694,15991790,11.49
Dubai,UAE,Middle East,2023,17227486,373265763,44421,8379737,8847748,5.11
Shanghai,China,Asia,2018,24136419,515321635,23149,12938150,11198268,-0.03
Singapore,Singapore,Asia,2008,46401490,844075171,41016,22558709,23842780,-4.02
Antwerp,Belgium,Europe,2014,13649649,215934679,34977,6059762,7589886,-3.9
Rotterdam,Netherlands,Europe,2023,38713053,615596864,20978,21989079,16723973,4.89
Singapore,Singapore,Asia,2018,7602807,99644459,39473,3184000,4418806,5.56
Busan,South Korea,Asia,2017,14686424,291289201,29435,7983479,6702944,0.29
Dubai,UAE,Middle East,2001,8261365,198728337,11373,4403976,3857388,11.26
Rotterdam,Netherlands,Europe,2009,43020375,671600160,21172,18564915,24455459,3.78
Hamburg,Germany,Europe,2010,51245965,1114311044,32863,30607736,20638228,2.23
Busan,South Korea,Asia,2000,37919477,573556559,32354,21964683,15954793,-0.37
Singapore,Singapore,Asia,2011,10169501,151158077,31021,4452242,5717258,-1.74
Qingdao,China,Asia,2012,34301065,633821160,44461,14745560,19555504,4.86
Dubai,UAE,Middle East,2007,15247166,346736775,13283,6371027,8876138,-3.66
Dubai,UAE,Middle East,2021,40838965,791806415,32277,18432598,22406366,-3.28
Dubai,UAE,Middle East,2024,10455500,205387508,12067,5716143,4739356,2.1
Dubai,UAE,Middle East,2018,27824830,554728320,46814,12813155,15011674,5.79
Dubai,UAE,Middle East,2008,21502140,499276967,21101,11851667,9650472,1.5
Hamburg,Germany,Europe,2020,8597120,202315266,33195,4585474,4011645,10.3
Los Angeles,USA,North America,2004,47914160,897078832,15837,25485832,22428327,4.31
Antwerp,Belgium,Europe,2007,21032031,397865198,48700,8827904,12204126,4.72
Shenzhen,China,Asia,2020,22586354,497550407,40856,10757025,11829328,9.31
Los Angeles,USA,North America,2002,45327410,632480288,13975,24335247,20992162,4.07
Antwerp,Belgium,Europe,2018,6077406,96113559,40609,2522514,3554891,-4.47
Los Angeles,USA,North America,2015,46545295,850998148,32560,21200225,25345069,3.09
Los Angeles,USA,North America,2003,11684419,260680915,41719,5913093,5771325,5.18
Busan,South Korea,Asia,2013,53823322,756221707,11629,24339625,29483696,-0.26
Shenzhen,China,Asia,2016,42012892,749104622,21251,21648737,20364154,9.86
Los Angeles,USA,North America,2008,18471379,385027728,38451,8532936,9938442,-0.91
Qingdao,China,Asia,2021,41142592,781272055,39476,22531262,18611329,3.33
Busan,South Korea,Asia,2003,13154410,273372785,14318,7478794,5675615,-0.17
Dubai,UAE,Middle East,2008,27929736,448564107,35345,12695867,15233868,-2.31
Shanghai,China,Asia,2012,25576254,518202101,41665,11274386,14301867,6.79
Antwerp,Belgium,Europe,2011,39228536,420343459,27568,23081090,16147445,9.45
Rotterdam,Netherlands,Europe,2024,38693676,680189585,29763,18583396,20110279,7.22
Hamburg,Germany,Europe,2007,22742314,379517925,31971,9585879,13156434,9.66
Shenzhen,China,Asia,2023,44810896,594925001,40847,22930393,21880502,1.46
